Time
0.080750
0.040566
0.031240
0.030313
0.030213
0.030111
0.032184
0.030116
0.030464
0.031651
0.030083
0.030197
0.031225
0.030651
0.030580
0.030511
0.030723
0.030535
0.030350
0.030723
0.033722
0.030352
0.030743
0.030331
0.030397
0.030269
0.030202
0.030160
0.030545
0.030125
0.030697
0.030172
0.030626
0.030532
0.030654
0.030651
0.030272
0.039376
0.030176
0.039540
0.031460
0.034984
0.039843
0.030426
0.039363
0.031114
0.030158
0.035249
0.030555
0.030250
0.035235
0.030665
0.030451
0.030106
0.030629
0.030837
0.030626
0.030373
0.030118
0.030199
0.030603
0.030450
0.030469
0.030721
0.045201
0.036678
0.030849
0.030539
0.030647
0.030580
0.030174
0.030188
0.030202
0.029985
0.031885
0.039835
0.030959
0.030190
0.030427
0.030934
0.030203
0.030566
0.030352
0.030396
0.031195
0.030552
0.030496
0.036695
0.030135
0.030645
0.030226
0.030040
0.030324
0.030095
0.030392
0.030301
0.030397
0.030539
0.030490
0.030870
0.059921
0.031034
0.030869
0.030599
0.030321
0.031255
0.031398
0.030925
0.034279
0.033868
0.030594
0.031094
0.030370
0.035851
0.030767
0.040214
0.030879
0.033794
0.033524
0.030450
0.029979
0.031027
0.030628
0.033782
0.032932
0.036816
0.030905
0.037838
0.030555
0.034300
0.030658
0.040221
0.032697
0.031674
0.030561
0.030917
0.031032
0.030764
0.031127
0.030681
0.032848
0.031795
0.030760
0.031531
0.030149
0.032818
0.032310
0.030871
0.031551
0.031527
0.030967
0.030974
0.030358
0.030962
0.032697
0.031213
0.036673
0.031160
0.030996
0.030895
0.030567
0.030459
0.030560
0.030701
0.030839
0.031262
0.030600
0.030714
0.030335
0.030496
0.032028
0.030230
0.030653
0.030509
0.030760
0.035047
0.031135
0.031812
0.030733
0.030600
0.030442
0.032259
0.031573
0.030176
0.030478
0.030539
0.034065
0.030078
0.030803
0.030416
0.034014
0.034101
0.031075
0.030502
0.030641
0.031550
0.035273
0.030078
0.030849
0.030194
0.053787
0.027744
0.027335
0.027696
0.027674
0.027344
0.027420
0.027567
0.027964
0.028152
0.033952
0.027529
0.027686
0.027713
0.027766
0.027613
0.027542
0.027608
0.027942
0.027715
0.027555
0.029927
0.027880
0.027820
0.027752
0.027489
0.027607
0.027436
0.027644
0.027827
0.027390
0.027622
0.028011
0.027870
0.027550
0.027956
0.027749
0.027967
0.027679
0.027522
0.027890
0.027665
0.027598
0.027348
0.027796
0.027572
0.027393
0.027556
0.028266
0.027401
0.027621
0.029898
0.027263
0.027795
0.027461
0.027862
0.027840
0.028201
0.027366
0.027573
0.027782
0.027388
0.027781
0.027768
0.027435
0.027767
0.027725
0.027768
0.027418
0.027640
0.027838
0.027617
0.027207
0.027898
0.027715
0.027515
0.027861
0.027908
0.028641
0.027272
0.028202
0.028391
0.027642
0.027934
0.027698
0.027524
0.027741
0.027873
0.027648
0.028353
0.027397
0.027481
0.027624
0.037139
0.027332
0.027454
0.027585
0.027741
0.027613
0.027686
0.059311
0.030478
0.030280
0.031242
0.030230
0.030800
0.030439
0.030649
0.030055
0.030250
0.030118
0.030036
0.029909
0.030305
0.030083
0.031730
0.030212
0.030225
0.031050
0.030306
0.030594
0.030041
0.030386
0.030195
0.030060
0.030122
0.029908
0.030200
0.029904
0.030442
0.030085
0.030353
0.030086
0.030252
0.030412
0.030282
0.030665
0.030077
0.029911
0.030350
0.038204
0.030352
0.030580
0.030283
0.030878
0.030104
0.030283
0.031496
0.029942
0.032393
0.030420
0.030336
0.030140
0.030528
0.030651
0.030203
0.030284
0.030416
0.030217
0.031051
0.032373
0.030495
0.030708
0.030273
0.030233
0.039164
0.030877
0.030613
0.030454
0.030333
0.030494
0.030013
0.030192
0.030119
0.030175
0.030787
0.030538
0.030416
0.030345
0.030352
0.030323
0.030080
0.030518
0.030299
0.030540
0.030616
0.030357
0.030732
0.030480
0.035905
0.030401
0.030117
0.030093
0.030412
0.030531
0.030371
0.030499
0.033331
0.030711
0.030642
0.066183
0.028809
0.028051
0.028437
0.028661
0.028272
0.028830
0.029726
0.028080
0.028299
0.028172
0.028634
0.028639
0.028266
0.029469
0.029557
0.027321
0.028110
0.028129
0.027272
0.027794
0.027329
0.027872
0.028831
0.027529
0.029564
0.028444
0.027891
0.027496
0.028779
0.027282
0.028675
0.031425
0.028459
0.028627
0.028107
0.028278
0.028995
0.028205
0.027960
0.028584
0.027163
0.031466
0.028158
0.028746
0.028236
0.029381
0.027342
0.027813
0.028742
0.027811
0.032137
0.032297
0.029812
0.027668
0.027964
0.028536
0.040531
0.028152
0.028873
0.032438
0.028450
0.027994
0.027393
0.029594
0.028929
0.028009
0.028690
0.027676
0.032341
0.027872
0.027477
0.029688
0.028851
0.027817
0.028492
0.027802
0.028391
0.028753
0.027266
0.028265
0.032234
0.028093
0.028536
0.028236
0.028048
0.027773
0.028337
0.027338
0.028116
0.029444
0.028530
0.029375
0.030655
0.028011
0.028492
0.027996
0.028345
0.028395
0.027977
0.059059
0.030851
0.030432
0.029984
0.030678
0.030508
0.029982
0.030048
0.030134
0.030361
0.031437
0.030342
0.030127
0.030668
0.030197
0.030062
0.030750
0.030392
0.030109
0.030603
0.030165
0.030260
0.030500
0.030146
0.030781
0.031233
0.030157
0.030247
0.030432
0.030096
0.030615
0.029959
0.030497
0.030323
0.030336
0.030058
0.030052
0.030537
0.030453
0.030506
0.030500
0.030535
0.030483
0.030247
0.030022
0.030188
0.030235
0.030447
0.030317
0.030163
0.030853
0.031231
0.030226
0.030457
0.030336
0.030315
0.030590
0.030031
0.030518
0.030090
0.030100
0.030079
0.031466
0.030231
0.030087
0.030449
0.030439
0.030334
0.033039
0.030546
0.030174
0.032135
0.030264
0.030512
0.030920
0.030670
0.030909
0.030350
0.030535
0.030664
0.030058
0.030695
0.030029
0.030455
0.030375
0.030912
0.030306
0.030262
0.030888
0.030575
0.030035
0.030380
0.030174
0.030453
0.032284
0.030228
0.031082
0.030832
0.030203
0.030140
0.053478
0.028305
0.029333
0.029514
0.028713
0.027208
0.028183
0.028271
0.029102
0.028124
0.027876
0.027763
0.029583
0.028227
0.028170
0.028322
